$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$080,$00,$081,$00,$082,$00,$083,$00,$084,$00,$085,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$090,$00,$091,$00,$092,$00,$093,$00,$094,$00,$095,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$0A0,$00,$0A1,$00,$0A2,$00,$0A3,$00,$0A4,$00,$0A5,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$086,$00,$087,$00,$088,$00,$089,$00,$08A,$00,$08B,$00,$08C,$00,$08D,$00,$08E,$00,$08F,$00,$096,$00,$097,$00,$098,$00,$098,$00,$098,$00,$098,$00
$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00,$098,$00
