$09D,$00,$08F,$00,$090,$00,$08F,$20,$090,$00,$092,$00,$093,$00,$091,$00,$094,$00,$09E,$00,$09E,$00,$09E,$00,$09E,$00,$09E,$00,$09E,$00,$09E,$00,$09E,$00,$09E,$00,$095,$00,$09F,$00
$0A0,$00,$0A4,$00,$0A5,$00,$0A6,$00,$0A7,$00,$0A8,$00,$0A9,$00,$0AA,$00,$096,$00,$097,$00,$098,$00,$099,$00,$09A,$00,$09B,$00,$08A,$00,$08B,$00,$08C,$00,$08D,$00,$08D,$00,$0AD,$00
$0A0,$00,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$44,$0D6,$64,$0D6,$64,$0D6,$64,$0D6,$64,$0AD,$00
$0A0,$00,$0CC,$44,$0CD,$44,$0CE,$44,$0CF,$44,$0B6,$04,$0B7,$04,$0B8,$04,$0B9,$04,$0BA,$04,$0BB,$04,$0BC,$04,$0B9,$24,$0BD,$04,$0BE,$04,$0CF,$64,$0CE,$64,$0CD,$64,$0CC,$64,$0AD,$00
$0A0,$00,$0CC,$04,$0CD,$04,$0CE,$04,$0CF,$04,$0C3,$04,$0C4,$04,$0C5,$04,$0C6,$04,$0C7,$04,$0C8,$04,$0C9,$04,$0C6,$24,$0CA,$04,$0CB,$04,$0CF,$24,$0CE,$24,$0CD,$24,$0CC,$24,$0AD,$00
$0A0,$00,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$04,$0D5,$24,$0D5,$24,$0D5,$24,$0D5,$24,$0AD,$00
$0A0,$00,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$089,$01,$0BF,$02,$0C0,$02,$0C1,$02,$0C2,$02,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$0AD,$00
$0A0,$00,$084,$01,$084,$01,$084,$01,$084,$01,$084,$01,$084,$01,$084,$01,$084,$01,$084,$01,$084,$01,$084,$01,$0D0,$02,$0D1,$02,$0D2,$02,$0D3,$02,$0D3,$02,$0D3,$02,$0D3,$02,$0AD,$00
$0A0,$00,$083,$01,$0AE,$02,$0AF,$02,$0B0,$02,$083,$01,$0AC,$02,$0B1,$02,$0AB,$02,$0B2,$02,$0B3,$02,$086,$01,$085,$01,$085,$01,$085,$01,$085,$01,$085,$01,$085,$01,$085,$01,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$088,$01,$087,$01,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$088,$01,$087,$01,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$088,$01,$087,$01,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$088,$01,$087,$01,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$088,$01,$087,$01,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$0AD,$00
$0A0,$00,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$082,$01,$088,$01,$087,$01,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$081,$00,$0AD,$00
$0A1,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A3,$00,$0A2,$00
