$087,$00,$088,$00,$088,$00,$088,$00,$088,$00,$088,$00,$088,$00,$087,$20,$087,$00,$088,$00,$088,$00,$088,$00,$087,$20,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00
$089,$00,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0D6,$00,$0D7,$00,$086,$07,$086,$07,$086,$07,$0BF,$00,$088,$00,$088,$00,$088,$00,$088,$00,$087,$20,$086,$00,$086,$00
$089,$00,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$0AC,$00,$086,$00,$086,$00
$089,$00,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0CF,$00,$0AB,$00,$0AB,$00,$0AB,$00,$0DC,$00,$0CD,$00,$0CD,$00,$0CD,$00,$0CD,$00,$0CD,$00,$0DD,$00,$087,$20,$086,$00
$089,$00,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0D8,$00,$0D9,$00,$0DA,$00,$0DB,$00,$089,$00,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$086,$07,$0AC,$00,$086,$00
$089,$00,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0AC,$00,$086,$00,$086,$00,$086,$00,$087,$40,$0AB,$00,$0AB,$00,$0AB,$00,$0AB,$00,$0AB,$00,$0AB,$00,$0AD,$00,$086,$00
$089,$00,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0AC,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00
$087,$40,$0AB,$00,$0AB,$00,$0AB,$00,$0AB,$00,$0AB,$00,$0AB,$00,$0AD,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00,$086,$00
$087,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$088,$02,$087,$22
$089,$02,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0AC,$02
$089,$02,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0AC,$02
$089,$02,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0AC,$02
$089,$02,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0AC,$02
$089,$02,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$100,$07,$0AC,$02
$087,$42,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AB,$02,$0AD,$02
$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$087,$03,$088,$03,$088,$03,$088,$03,$088,$03,$088,$03,$087,$23,$086,$03,$086,$03,$086,$03
$0C8,$00,$0B6,$00,$0B7,$00,$0B8,$00,$0B9,$00,$0BA,$00,$0BB,$00,$0C6,$00,$0C7,$00,$0C8,$00,$0CB,$04,$1ED,$07,$1DF,$07,$190,$07,$19C,$07,$1DE,$07,$0CC,$05,$086,$03,$086,$03,$086,$03
$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$0C8,$00,$087,$43,$0AB,$03,$0AB,$03,$0AB,$03,$0AB,$03,$0AB,$03,$0AD,$03,$086,$03,$086,$03,$086,$03
