$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06,$081,$06
$082,$06,$191,$07,$198,$07,$19E,$07,$19D,$07,$1EE,$07,$1DF,$07,$192,$07,$1FD,$07,$1E4,$07,$1F2,$07,$1E6,$07,$18D,$07,$190,$07,$082,$06,$082,$06,$082,$06,$082,$06,$082,$06,$082,$06
$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06,$083,$06
$04D,$00,$04E,$00,$04F,$00,$088,$00,$086,$00,$089,$00,$08A,$00,$08B,$00,$080,$00,$08C,$00,$08D,$00,$080,$20,$08B,$20,$044,$00,$045,$00,$046,$00,$047,$00,$048,$00,$049,$00,$04A,$00
$093,$00,$094,$00,$095,$00,$096,$00,$094,$00,$097,$00,$098,$00,$099,$00,$080,$00,$09A,$00,$09B,$00,$080,$20,$099,$20,$098,$20,$097,$20,$094,$20,$096,$20,$095,$20,$094,$20,$093,$20
$0A1,$00,$0A2,$00,$0A3,$00,$0A4,$00,$08E,$01,$08F,$01,$0A7,$00,$0A8,$00,$0A9,$00,$090,$01,$091,$01,$0A9,$20,$0A8,$20,$0A7,$20,$0AC,$01,$0AD,$01,$0A4,$20,$0A3,$20,$0A2,$20,$0A1,$20
$0B1,$00,$0B2,$00,$0B3,$00,$0B4,$00,$09C,$01,$09D,$01,$0B7,$00,$0B8,$00,$0B9,$00,$09E,$01,$09F,$01,$0B9,$20,$0B8,$20,$0B7,$20,$0BC,$01,$0BD,$01,$0B4,$20,$0B3,$20,$0B2,$20,$0B1,$20
$0B1,$00,$0B2,$00,$0C0,$00,$0C1,$00,$0B5,$00,$0C2,$00,$0C3,$00,$0C4,$00,$0C5,$00,$0C6,$00,$0C7,$00,$0C5,$20,$0C4,$20,$0C3,$20,$0C2,$20,$0B5,$20,$0C1,$20,$0C0,$20,$0B2,$20,$0B1,$20
$0CC,$00,$0B2,$00,$0C0,$00,$0CD,$00,$0B5,$00,$0CE,$00,$0CF,$00,$0C4,$00,$0C5,$00,$0D0,$00,$0D1,$00,$0C5,$20,$0C4,$20,$0CF,$20,$0CE,$20,$0B5,$20,$0CD,$20,$0C0,$20,$0B2,$20,$0CC,$20
$080,$00,$0D6,$00,$0D7,$00,$0D8,$00,$0AE,$01,$0AF,$01,$0DB,$00,$0DC,$00,$0DD,$00,$0C8,$01,$0C9,$01,$0DD,$20,$0DC,$20,$0DB,$20,$0CA,$01,$0CB,$01,$0D8,$20,$0D7,$20,$0D6,$20,$080,$20
$080,$00,$0E4,$00,$0E5,$00,$0E6,$00,$0BE,$01,$0BF,$01,$0E8,$00,$0E9,$00,$0E5,$00,$0D2,$01,$0D3,$01,$0E5,$20,$0E9,$20,$0E8,$20,$0D4,$01,$0D5,$01,$0E6,$20,$0E5,$20,$0E4,$20,$080,$20
$0F0,$00,$0F1,$00,$0F2,$00,$0F3,$00,$0F4,$00,$0F5,$00,$0F6,$00,$0F7,$00,$0F5,$20,$0F8,$00,$0F9,$00,$0F5,$00,$0F7,$20,$0F6,$20,$0F5,$20,$0F4,$20,$0F3,$20,$0F2,$20,$0F1,$20,$0F0,$20
$0FD,$00,$0E0,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E1,$04,$0E2,$04,$0FD,$20,$0FE,$20,$0FD,$20
$009,$00,$0E3,$04,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$0EF,$04,$00B,$20,$00A,$20,$009,$20
$017,$00,$0E3,$04,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$0EF,$04,$0FA,$02,$0FB,$02,$0FC,$02
$024,$00,$0E3,$04,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$084,$04,$006,$02,$007,$02,$008,$02
$032,$00,$0E3,$04,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$120,$07,$0EF,$04,$014,$02,$015,$02,$016,$02
$040,$00,$0EC,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0ED,$04,$0EE,$04,$021,$02,$022,$02,$023,$02
